record_id,queue_priority,title_abstract_status,title,authors,year,source,database,profile,doi,record_url,fulltext_url,retrieval_status,access_route,retrieval_evidence,pdf_identity_gate,fulltext_assessed,eligibility_status,final_inclusion,exclusion_reason,appraisal_tool,appraisal_rating,article_section,evidence_role,democracy_dimension,scenario_link,claim_supported,parameter_effect,review_note
R000248,1,provisional_include,Creating Composite Indicators with DEA and Robustness Analysis: the case of the Technology Achievement Index,A. Saltelli; Wim Moesen; R. Liska; Tom Van Puyenbroeck; Michaela Saisana; Laurens Cherchye; Nicky Rogge; S. Tarantola,2006,,core,module_C_en,10.1057/palgrave.jors.2602445,https://core.ac.uk/download/7087829.pdf,https://core.ac.uk/download/7087829.pdf,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_23.txt,passed,yes,eligible,included,,METHOD_RELEVANCE,alta,Métodos y limitaciones,robustez de indicadores compuestos,sensibilidad,transversal,Los indicadores compuestos requieren análisis de sensibilidad a reglas de agregación.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000271,1,provisional_include,Métodos de prospectiva estratégica y participación local en el análisis de estudios de futuro en áreas naturales protegidas,"de los Ángeles La Torre-Cuadros, M.; Fernando Díaz del Olmo; Alexis Nicolás Ibáñez Blancas; Ibáñez Blancas, Alexis Nicolás; Blancas, A.N.I.; María de los Ángeles La Torre-Cuadros; La Torre-Cuadros, María de los Ángeles; Díaz del Olmo, Fernando; del Olmo, F.D.",2023,"{""title"": null, ""identifiers"": []}",core,module_D_es,10.3989/estgeogr.2023131.131,https://core.ac.uk/download/573452480.pdf,https://core.ac.uk/download/573452480.pdf,retrieved,legal_open_web,CSIC_OA_pdf,passed,yes,eligible,included,,MMAT_2018,alta,Métodos,diseño de escenarios,prospectiva,transversal,La prospectiva estratégica permite organizar escenarios exploratorios sin atribuirles probabilidad.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000361,1,provisional_include,Supermajority rules in constitutional courts and democratic backsliding: a comparative analysis,Rivera León M.A.,2026,International Journal of Human Rights,scopus,module_A_en,10.1080/13642987.2026.2711681,https://api.elsevier.com/content/abstract/scopus_id/105046706794,https://www.tandfonline.com/doi/pdf/10.1080/13642987.2026.2711681?needAccess=true,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_05.txt,passed,yes,eligible,included,,MMAT_2018,alta,Discusión,tribunales y retroceso,funcionamiento_gobierno,restrictivo,Los cambios en supermayorías y controles judiciales pueden facilitar retrocesos institucionales.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000543,1,provisional_include,Mi comprensión de la democracia: un resumen,Przeworski A.,2026,Estudios Sociologicos,scopus,module_D_es,10.24201/es.2026v44.e3079,https://api.elsevier.com/content/abstract/scopus_id/105044014210,https://estudiossociologicos.colmex.mx/index.php/es/article/download/3079/3076,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_13.txt,passed,yes,eligible,included,,AACODS,alta,Introducción,definición de democracia,conceptual,transversal,"La democracia se delimita como competencia, participación y restricciones al poder.",none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000645,1,provisional_include,"Profissionais da justiça e da segurança pública, conservadorismo e erosão democrática",Maria da Gloria Bonelli,2026,,scielo,module_A_pt,10.1590/scielopreprints.17594,https://doi.org/10.1590/scielopreprints.17594,https://doi.org/10.1590/scielopreprints.17594,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_09.txt,passed,yes,eligible,included,,MMAT_2018,alta,Discusión,"justicia, seguridad y erosión",funcionamiento_gobierno,restrictivo,La actuación de élites jurídicas y de seguridad es relevante para los contrapesos democráticos.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000059,2,uncertain,La calidad de la democracia en el Perú y en América Latina,Martín Tanaka; Catalina Romero; Alberto Adrianzén; Steven Levitsky,2011,La democracia y sus instituciones en debate,crossref,module_A_es,10.18800/9789972429774.009,https://doi.org/10.18800/9789972429774.009,https://repositorio.pucp.edu.pe/bitstreams/180f762d-e0db-4d84-b5e2-bfe3be29002d/download,retrieved,legal_open_web,PUCP_repository_fulltext,passed,yes,eligible,included,,AACODS,alta,Introducción y discusión,trayectoria peruana de calidad democrática,medición_multidimensional,transversal,La calidad democrática peruana debe leerse dentro de su trayectoria institucional y regional.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000065,2,uncertain,Luces y sombras de la calidad de la democracia en América Latina,Manuel Alcántara Saéz,2007,Revista Oficial del Poder Judicial. Órgano de Investigación de la Corte Suprema de Justicia de la República del Perú,crossref,module_A_es,10.35292/ropj.v2i2.154,https://doi.org/10.35292/ropj.v2i2.154,https://doi.org/10.35292/ropj.v2i2.154,retrieved,legal_open_web,OA_pdf,passed,yes,eligible,included,,METHOD_RELEVANCE,alta,Métodos y limitaciones,comparación de índices,medición_multidimensional,transversal,"Los índices de democracia difieren en concepto, fuentes y agregación.",none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000071,2,uncertain,DESCONSOLIDAÇÃO DEMOCRÁTICA NA AMÉRICA LATINA,Fidel Terenciano,2018,Democracia na América Latina,crossref,module_A_pt,10.2307/j.ctvn96fr4.11,https://doi.org/10.2307/j.ctvn96fr4.11,https://doi.org/10.2307/j.ctvn96fr4.11,retrieved,legal_open_web,JSTOR_OA_XML,passed,yes,eligible,included,,AACODS,alta,Introducción y discusión,desconsolidación latinoamericana,contexto_regional,restrictivo,La desconsolidación democrática latinoamericana ofrece el marco regional del caso peruano.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000072,2,uncertain,"Democracia, desigualdades e corrupção: uma análise da qualidade democrática na América latina.",Maria Salete Souza de Amorim,2015,Século XXI – Revista de Ciências Sociais,crossref,module_A_pt,10.5902/2236672521590,https://doi.org/10.5902/2236672521590,https://periodicos.ufsm.br/seculoxxi/article/download/21590/13113,retrieved,legal_open_web,OA_pdf,passed,yes,eligible,included,,MMAT_2018,moderada,Discusión,desigualdad y corrupción,funcionamiento_gobierno,continuidad,Desigualdad y corrupción condicionan desempeño institucional y apoyo democrático.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000074,2,uncertain,La controvertida democracia representativa,Hugo Quiroga,2019,Elecciones y legitimidad democrática en América Latina,crossref,module_A_pt,10.2307/j.ctvt6rkct.17,https://doi.org/10.2307/j.ctvt6rkct.17,https://doi.org/10.2307/j.ctvt6rkct.17,retrieved,legal_open_web,OA_book_pdf,passed,yes,eligible,included,,AACODS,alta,Introducción,democracia representativa,conceptual,transversal,"La democracia representativa combina autorización electoral, control y rendición de cuentas.",none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000097,2,uncertain,"Representatividad, participación y política: nuevo foco para el viejo debate sobre la función pública en América Latina",Mercedes Iacovello,2012,Revista Buen Gobierno,crossref,module_B_es,10.35247/buengob_12_05,https://doi.org/10.35247/buengob_12_05,https://doi.org/10.35247/buengob_12_05,retrieved,legal_open_web,OA_pdf,passed,yes,eligible,included,,MMAT_2018,moderada,Discusión,función pública y representación,funcionamiento_gobierno,recuperacion,La capacidad administrativa y la representación deben diferenciarse analíticamente.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000103,2,uncertain,Notas introductorias sobre el populismo y la cultura política en el área andina de América Latina,H.C.F. Mansilla,2009,Ciências Sociais Unisinos,crossref,module_B_pt,10.4013/csu.2009.45.2.02,https://doi.org/10.4013/csu.2009.45.2.02,https://revistas.unisinos.br/index.php/ciencias_sociais/article/download/4890/2145/15814,retrieved,legal_open_web,OA_pdf,passed,yes,eligible,included,,MMAT_2018,moderada,Introducción y discusión,populismo y cultura política andina,cultura_politica,restrictivo,La cultura política andina aporta contexto a la relación entre populismo y democracia.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000108,2,uncertain,An Internal Validation Assessment of Scale Across Social Vulnerability Index Model Structures (Uncertainty and Global Sensitivity Analysis),Selena Hinojos; Caitlin Grady,2025,HydroShare Resources,crossref,module_C_en,10.4211/hs.719a8d719907435dade9102aa9a0fa8d,https://doi.org/10.4211/hs.719a8d719907435dade9102aa9a0fa8d,https://doi.org/10.4211/hs.719a8d719907435dade9102aa9a0fa8d,retrieved,legal_open_web,HydroShare_SSRN_fulltext,passed,yes,eligible,included,,METHOD_RELEVANCE,alta,Métodos y limitaciones,sensibilidad de índice compuesto,sensibilidad,transversal,La incertidumbre de índices compuestos debe propagarse y comunicarse mediante bandas.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000175,2,uncertain,El control constitucional de las resoluciones electorales en el Perú,César Landa,2011,Revista Elecciones,crossref,module_E_es,10.53557/elecciones.2011.v10n11.02,https://doi.org/10.53557/elecciones.2011.v10n11.02,https://doi.org/10.53557/elecciones.2011.v10n11.02,retrieved,legal_open_web,ONPE_fulltext,passed,yes,eligible,included,,MMAT_2018,alta,Discusión,control constitucional electoral,proceso_electoral,recuperacion,El control constitucional en materia electoral integra la arquitectura de contrapesos.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000201,2,uncertain,Reforma política : para consolidar el régimen democrático,"Pease García, Henry",2008,,core,module_A_es,10.18800/9789972428531,https://core.ac.uk/download/655679774.pdf,https://core.ac.uk/download/655679774.pdf,retrieved,legal_open_web,PUCP_repository_fulltext,passed,yes,eligible,included,,AACODS,alta,Discusión,reforma política peruana,funcionamiento_gobierno,recuperacion,La reforma política delimita opciones institucionales plausibles de recuperación.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000643,2,uncertain,Neoconservadorismo na América Latina: o ataque aos direitos sexuais e reprodutivos como elemento da erosão democrática,Joyce Miranda Leão Martins,2022,Revista Brasileira de Ciência Política,scielo,module_A_pt,10.1590/0103-3352.2022.37.254322,https://doi.org/10.1590/0103-3352.2022.37.254322,https://doi.org/10.1590/0103-3352.2022.37.254322,retrieved,legal_open_web,scielo_full_html,passed,yes,eligible,included,,MMAT_2018,alta,Discusión,derechos y erosión regional,libertades_civiles,restrictivo,Las agendas neoconservadoras pueden afectar derechos y libertades en contextos de erosión.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
