record_id,queue_priority,title_abstract_status,title,authors,year,source,database,profile,doi,record_url,fulltext_url,retrieval_status,access_route,retrieval_evidence,pdf_identity_gate,fulltext_assessed,eligibility_status,final_inclusion,exclusion_reason,appraisal_tool,appraisal_rating,article_section,evidence_role,democracy_dimension,scenario_link,claim_supported,parameter_effect,review_note
R000418,1,provisional_include,Asylum seekers’ response to political risk in their countries of origin: New evidence for asylum inflows to the OECD,Nowak-Lehmann F.,2026,Migration Studies,scopus,module_B_en,10.1093/migration/mnag032,https://api.elsevier.com/content/abstract/scopus_id/105043862811,https://doi.org/10.1093/migration/mnag032,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000432,1,provisional_include,The Override of Presidential Vetoes by the Peruvian Congress: Using Comparative Law to Derive a Proposal for Solving a Domestic Problem,Fuentes J.A.,2026,International Journal of Legal Information,scopus,module_B_en,10.1515/ijli-2026-0001,https://api.elsevier.com/content/abstract/scopus_id/105038644144,https://doi.org/10.1515/ijli-2026-0001,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000438,1,provisional_include,Assessing Democratic Resilience in Latin America's AI Era: A Diagnostic Framework for Electoral Integrity Preparedness,Rico Fontalvo H.,2026,Representation,scopus,module_B_en,10.1080/00344893.2026.2614612,https://api.elsevier.com/content/abstract/scopus_id/105028116489,https://doi.org/10.1080/00344893.2026.2614612,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000535,1,provisional_include,Elite cohesion and policy consensus: Technocrats and politicians in Chile and Uruguay’s economic policy networks (2003–2012),Garrido-Vergara L.,2026,International Journal of Comparative Sociology,scopus,module_D_es,10.1177/00207152251358850,https://api.elsevier.com/content/abstract/scopus_id/105024680025,https://doi.org/10.1177/00207152251358850,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000569,1,provisional_include,Participatory foresight in subnational policy processes: two experiences in Peru,Alcalde G.,2026,Foresight,scopus,module_D_pt,10.1108/fs-08-2025-0177,https://api.elsevier.com/content/abstract/scopus_id/105037594457,https://doi.org/10.1108/fs-08-2025-0177,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000079,2,uncertain,Peru: Executive v Legislative Wars Amidst a Global Pandemic,Trilce Valdivia,2024,Pandemocracy in Latin America,crossref,module_B_en,10.5040/9781509965304.ch-007,https://doi.org/10.5040/9781509965304.ch-007,https://doi.org/10.5040/9781509965304.ch-007,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000081,2,uncertain,3 Peru,,2024,Why Presidents Fail,crossref,module_B_en,10.1515/9781503639560-006,https://doi.org/10.1515/9781503639560-006,http://dx.doi.org/10.1515/9781503639560-006,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000091,2,uncertain,¿Participación ciudadana y cultura política en Colombia? Un contraste de las experiencias de la Asamblea Constituyente de Mogotes y del Proyecto Nasa del Cauca,González Nidia Catherine,2011,Culturas políticas en la región andina,crossref,module_B_es,10.31819/9783954871513-003,https://doi.org/10.31819/9783954871513-003,http://americanae.aecid.es/americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=1128835,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000095,2,uncertain,"Política de vivienda, organización del espacio y participación ciudadana",Martha Schteingart,2019,El derecho a la ciudad en América Latina,crossref,module_B_es,10.2307/j.ctvt6rm0z.5,https://doi.org/10.2307/j.ctvt6rm0z.5,https://doi.org/10.2307/j.ctvt6rm0z.5,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000111,2,uncertain,ÍNDICE ANALÍTICO,,2006,La república deliberativa,crossref,module_C_es,10.2307/jj.2321989.16,https://doi.org/10.2307/jj.2321989.16,http://doi.org/10.2307/jj.2321989.16,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000113,2,uncertain,ÍNDICE DE CASOS JUDICIALES,,2016,Precios de transferencia: análisis de la validez empírica de los métodos propuestos por la ocde para la eveluación del principio de plena competencia,crossref,module_C_es,10.2307/j.ctv1503j4m.5,https://doi.org/10.2307/j.ctv1503j4m.5,https://doi.org/10.2307/j.ctv1503j4m.5,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000124,2,uncertain,The Monte Carlo Process and Scenario Planning,Charles Yoe,2025,The Art of Making Decisions Under Uncertainty,crossref,module_D_en,10.1201/9781003605089-24,https://doi.org/10.1201/9781003605089-24,,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000147,2,uncertain,"Ciência Política, democracia e dinâmicas de governança",,2026,,crossref,module_D_pt,10.22533/at.ed.34911261201,https://doi.org/10.22533/at.ed.34911261201,https://doi.org/10.22533/at.ed.34911261201,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000177,2,uncertain,Resultados electorales oficiales de 2006. República de El Salvador ; Tribunal Supremo Electoral. Consolidado nacional de las elecciones para concejos municipales ; Tribunal Supremo Electoral. Consolidado nacional de las elecciones para diputados,El Editor,2006,ECA: Estudios Centroamericanos,crossref,module_E_es,10.51378/eca.v61i688-689.4954,https://doi.org/10.51378/eca.v61i688-689.4954,https://doi.org/10.51378/eca.v61i688-689.4954,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000179,2,uncertain,Integridad electoral en la construcción de los resultados electorales,Gustavo López Montiel,2019,Integridad electoral,crossref,module_E_es,10.2307/j.ctvxbpgs0.12,https://doi.org/10.2307/j.ctvxbpgs0.12,https://doi.org/10.2307/j.ctvxbpgs0.12,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000253,2,uncertain,Índice de artículos,"Publicados, Índice de artículos",2013,"{""title"": null, ""identifiers"": []}",core,module_C_es,,https://core.ac.uk/download/533173403.pdf,https://core.ac.uk/download/533173403.pdf,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000350,2,uncertain,Political polarization in low- and middle-income countries,Larreguy H.,2026,Nature Human Behaviour,scopus,module_A_en,10.1038/s41562-026-02507-3,https://api.elsevier.com/content/abstract/scopus_id/105042611963,https://doi.org/10.1038/s41562-026-02507-3,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000351,2,uncertain,The Treacherous Road out of Autocracy,Gamboa L.,2026,Current History,scopus,module_A_en,10.1525/curh.2026.125.872-873.38,https://api.elsevier.com/content/abstract/scopus_id/105044370692,https://doi.org/10.1525/curh.2026.125.872-873.38,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000540,2,uncertain,School well-being in boarding schools: challenges and opportunities to overcome social anomie in an indigenous context,Villarroel-Cárdenas V.,2026,Estudios Pedagogicos,scopus,module_D_es,10.4067/s0718-07052026000100501,https://api.elsevier.com/content/abstract/scopus_id/105041303264,https://doi.org/10.4067/s0718-07052026000100501,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000596,2,uncertain,Discursive geographies of extraction: towards a territorialized application of cultural political economy of extractivism in Chile and Peru,Watanabe-Farro A.,2026,Extractive Industries and Society,scopus,module_E_es,10.1016/j.exis.2026.102020,https://api.elsevier.com/content/abstract/scopus_id/105046891472,https://doi.org/10.1016/j.exis.2026.102020,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
