record_id,queue_priority,title_abstract_status,title,authors,year,source,database,profile,doi,record_url,fulltext_url,retrieval_status,access_route,retrieval_evidence,pdf_identity_gate,fulltext_assessed,eligibility_status,final_inclusion,exclusion_reason,appraisal_tool,appraisal_rating,article_section,evidence_role,democracy_dimension,scenario_link,claim_supported,parameter_effect,review_note
R000127,1,provisional_include,"Foresight, scenarios and scenario planning",,2008,Foresight,crossref,module_D_en,10.4324/9780203894156-13,https://doi.org/10.4324/9780203894156-13,https://doi.org/10.4324/9780203894156-13,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000173,1,provisional_include,Elecciones Generales Perú 2021: claves para diseccionar las elecciones del Bicentenario,Henry Ayala Abril,2021,Revista Elecciones,crossref,module_E_es,10.53557/elecciones.2021.v20n21.14,https://doi.org/10.53557/elecciones.2021.v20n21.14,https://doi.org/10.53557/elecciones.2021.v20n21.14,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_20.txt,passed,yes,eligible,included,,MMAT_2018,alta,Resultados y discusión,contexto electoral subnacional,proceso_electoral,continuidad,Las elecciones regionales y municipales aportan contexto a la trayectoria institucional reciente.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000174,1,provisional_include,Elecciones Internas Perú 2022: abriendo la “caja negra” de los datos electorales,Narda Carranza Pinedo,2022,Revista Elecciones,crossref,module_E_es,10.53557/elecciones.2022.v21n23.11,https://doi.org/10.53557/elecciones.2022.v21n23.11,https://revistas.onpe.gob.pe/index.php/elecciones/article/download/247/601,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_19.txt,passed,yes,eligible,included,,MMAT_2018,alta,Resultados y discusión,contexto electoral nacional,proceso_electoral,continuidad,El proceso electoral de 2021 permite contextualizar la competencia política peruana.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000205,1,provisional_include,Reelección presidencial y retroceso democrático en América Latina,"Torrico Terán, Mario Alejandro",2024,,core,module_A_es,,https://core.ac.uk/download/618593077.pdf,https://core.ac.uk/download/618593077.pdf,retrieved,legal_open_web,scielo_full_html,passed,yes,eligible,included,,MMAT_2018,alta,Discusión,reelección y retroceso comparado,funcionamiento_gobierno,restrictivo,La concentración ejecutiva y la reelección pueden asociarse con retroceso democrático.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000247,1,provisional_include,Replication data for: The Democracy Cluster Classification Index,"Gugiu,  Mihaiela Ristei; Centellas, Miguel",2013,,core,module_C_en,10.7910/dvn/6uwauq,https://core.ac.uk/download/268485845.pdf,https://core.ac.uk/download/268485845.pdf,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000248,1,provisional_include,Creating Composite Indicators with DEA and Robustness Analysis: the case of the Technology Achievement Index,A. Saltelli; Wim Moesen; R. Liska; Tom Van Puyenbroeck; Michaela Saisana; Laurens Cherchye; Nicky Rogge; S. Tarantola,2006,,core,module_C_en,10.1057/palgrave.jors.2602445,https://core.ac.uk/download/7087829.pdf,https://core.ac.uk/download/7087829.pdf,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_23.txt,passed,yes,eligible,included,,METHOD_RELEVANCE,alta,Métodos y limitaciones,robustez de indicadores compuestos,sensibilidad,transversal,Los indicadores compuestos requieren análisis de sensibilidad a reglas de agregación.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000251,1,provisional_include,La democracia en perspectiva: consideraciones teóricas y análisis de casos,"Lopez Leyva, Miguel Armando; Labastida Martin del Campo, Julio; Castanos, Fernando",2008,,core,module_C_es,,https://core.ac.uk/download/79478659.pdf,https://core.ac.uk/download/79478659.pdf,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000252,1,provisional_include,"Da democracia representativa à democracia participativa: a auto-convocação popular, um mecanismo de aperfeiçoamento da representação política","Carvalho, Kátia de",2012,,core,module_C_es,,https://core.ac.uk/download/30376264.pdf,https://core.ac.uk/download/30376264.pdf,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000271,1,provisional_include,Métodos de prospectiva estratégica y participación local en el análisis de estudios de futuro en áreas naturales protegidas,"de los Ángeles La Torre-Cuadros, M.; Fernando Díaz del Olmo; Alexis Nicolás Ibáñez Blancas; Ibáñez Blancas, Alexis Nicolás; Blancas, A.N.I.; María de los Ángeles La Torre-Cuadros; La Torre-Cuadros, María de los Ángeles; Díaz del Olmo, Fernando; del Olmo, F.D.",2023,"{""title"": null, ""identifiers"": []}",core,module_D_es,10.3989/estgeogr.2023131.131,https://core.ac.uk/download/573452480.pdf,https://core.ac.uk/download/573452480.pdf,retrieved,legal_open_web,CSIC_OA_pdf,passed,yes,eligible,included,,MMAT_2018,alta,Métodos,diseño de escenarios,prospectiva,transversal,La prospectiva estratégica permite organizar escenarios exploratorios sin atribuirles probabilidad.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000273,1,provisional_include,Método para a construção e análise de cenários prospectivos em planejamento educacional baseado na gestão do conhecimento,"Thiesen, Juares da Silva",2012,,core,module_D_pt,,https://core.ac.uk/download/30374115.pdf,https://core.ac.uk/download/30374115.pdf,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000283,1,provisional_include,Métodos e Técnicas em Cenários Prospectivos,"Lapolli, Edis Mafra; Bernardes, José Francisco",2006,,core,module_D_pt,,https://core.ac.uk/download/30355814.pdf,https://core.ac.uk/download/30355814.pdf,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000348,1,provisional_include,The Appeal of the Bukele Regime in Latin America: The Scope and Limits of Citizen Support,Rosen J.D.,2026,Latin American Policy,scopus,module_A_en,10.1111/lamp.70069,https://api.elsevier.com/content/abstract/scopus_id/105046833808,https://doi.org/10.1111/lamp.70069,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000349,1,provisional_include,Floods and democratic attitudes: evidence from Latin America,Birch S.,2026,Climatic Change,scopus,module_A_en,10.1007/s10584-026-04259-5,https://api.elsevier.com/content/abstract/scopus_id/105046505257,https://link.springer.com/content/pdf/10.1007/s10584-026-04259-5.pdf,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_17.txt,passed,yes,excluded_after_fulltext,excluded,EXC_NO_DIRECT_CONTRIBUTION_TO_ORIGINAL_ARTICLE: El análisis de inundaciones y actitudes democráticas no sostiene una afirmación central del artículo.,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000352,1,provisional_include,What Can Latin America Tell Us about Subnational Democratic Erosion in the United States?,Eaton K.,2026,Perspectives on Politics,scopus,module_A_en,10.1017/s1537592725000015,https://api.elsevier.com/content/abstract/scopus_id/105001289217,https://doi.org/10.1017/s1537592725000015,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_01.txt,passed,yes,excluded_after_fulltext,excluded,EXC_CONTEXT_NOT_TRANSFERABLE: La comparación regional no ofrece un mecanismo transferible al caso peruano estudiado.,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000353,1,provisional_include,Public acceptance of environmental restrictions beyond high-income democracies,Jud S.,2026,Environmental Research Letters,scopus,module_A_en,10.1088/1748-9326/ae666e,https://api.elsevier.com/content/abstract/scopus_id/105040031341,https://iopscience.iop.org/article/10.1088/1748-9326/ae666e/pdf,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_07.txt,passed,yes,excluded_after_fulltext,excluded,EXC_NO_DIRECT_CONTRIBUTION_TO_ORIGINAL_ARTICLE: Las restricciones ambientales no aportan evidencia directa a dimensiones o escenarios del visor.,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000358,1,provisional_include,Why resistance fails: unpopular legislative autocratization and opposition weakness in Peru,Coronel O.,2026,Democratization,scopus,module_A_en,10.1080/13510347.2026.2650393,https://api.elsevier.com/content/abstract/scopus_id/105035774449,https://doi.org/10.1080/13510347.2026.2650393,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000361,1,provisional_include,Supermajority rules in constitutional courts and democratic backsliding: a comparative analysis,Rivera León M.A.,2026,International Journal of Human Rights,scopus,module_A_en,10.1080/13642987.2026.2711681,https://api.elsevier.com/content/abstract/scopus_id/105046706794,https://www.tandfonline.com/doi/pdf/10.1080/13642987.2026.2711681?needAccess=true,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_05.txt,passed,yes,eligible,included,,MMAT_2018,alta,Discusión,tribunales y retroceso,funcionamiento_gobierno,restrictivo,Los cambios en supermayorías y controles judiciales pueden facilitar retrocesos institucionales.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000364,1,provisional_include,The Power and Perils of Participatory Democracy: Participatory Budgeting and Democracy in Peru,Abbott J.,2026,Power and Perils of Participatory Democracy Participatory Budgeting and Democracy in Peru,scopus,module_A_en,10.1093/9780198948735.001.0001,https://api.elsevier.com/content/abstract/scopus_id/105035037406,https://doi.org/10.1093/9780198948735.001.0001,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000418,1,provisional_include,Asylum seekers’ response to political risk in their countries of origin: New evidence for asylum inflows to the OECD,Nowak-Lehmann F.,2026,Migration Studies,scopus,module_B_en,10.1093/migration/mnag032,https://api.elsevier.com/content/abstract/scopus_id/105043862811,https://doi.org/10.1093/migration/mnag032,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000432,1,provisional_include,The Override of Presidential Vetoes by the Peruvian Congress: Using Comparative Law to Derive a Proposal for Solving a Domestic Problem,Fuentes J.A.,2026,International Journal of Legal Information,scopus,module_B_en,10.1515/ijli-2026-0001,https://api.elsevier.com/content/abstract/scopus_id/105038644144,https://doi.org/10.1515/ijli-2026-0001,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000438,1,provisional_include,Assessing Democratic Resilience in Latin America's AI Era: A Diagnostic Framework for Electoral Integrity Preparedness,Rico Fontalvo H.,2026,Representation,scopus,module_B_en,10.1080/00344893.2026.2614612,https://api.elsevier.com/content/abstract/scopus_id/105028116489,https://doi.org/10.1080/00344893.2026.2614612,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000518,1,provisional_include,"Opening or foreclosing futures? A longitudinal analysis of European bioeconomy foresight (SCAR, 2007–2020)",Vastenaekels J.,2026,European Journal of Futures Research,scopus,module_D_en,10.1186/s40309-026-00274-y,https://api.elsevier.com/content/abstract/scopus_id/105040913650,https://doi.org/10.1186/s40309-026-00274-y,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_12.txt,passed,yes,excluded_after_fulltext,excluded,EXC_NO_DIRECT_CONTRIBUTION_TO_ORIGINAL_ARTICLE: La prospectiva de bioeconomía no corresponde al dominio institucional del estudio.,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000519,1,provisional_include,Bridging foresight and transition theory: policy mixes for transforming Europe’s food systems,Lorenz U.,2026,European Journal of Futures Research,scopus,module_D_en,10.1186/s40309-026-00284-w,https://api.elsevier.com/content/abstract/scopus_id/105046460366,https://link.springer.com/content/pdf/10.1186/s40309-026-00284-w.pdf,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_25.txt,passed,yes,excluded_after_fulltext,excluded,EXC_NO_DIRECT_CONTRIBUTION_TO_ORIGINAL_ARTICLE: La transición alimentaria prospectiva no sustenta el modelo ni la discusión democrática.,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000535,1,provisional_include,Elite cohesion and policy consensus: Technocrats and politicians in Chile and Uruguay’s economic policy networks (2003–2012),Garrido-Vergara L.,2026,International Journal of Comparative Sociology,scopus,module_D_es,10.1177/00207152251358850,https://api.elsevier.com/content/abstract/scopus_id/105024680025,https://doi.org/10.1177/00207152251358850,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000541,1,provisional_include,Children of the revolution? Democratic innovations during the first 50 years of democracy in Portugal,Falanga R.,2026,European Political Science,scopus,module_D_es,10.1017/s1682098325100052,https://api.elsevier.com/content/abstract/scopus_id/105035700778,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/178A56DA98F69E3BD3F3E5356A1FEC03/S1682098325100052a.pdf/div-class-title-children-of-the-revolution-democratic-innovations-during-the-first-50-years-of-democracy-in-portugal-div.pdf,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_24.txt,passed,yes,excluded_after_fulltext,excluded,EXC_CONTEXT_NOT_TRANSFERABLE: La innovación democrática portuguesa no es transferible sin un puente comparativo al Perú.,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000543,1,provisional_include,Mi comprensión de la democracia: un resumen,Przeworski A.,2026,Estudios Sociologicos,scopus,module_D_es,10.24201/es.2026v44.e3079,https://api.elsevier.com/content/abstract/scopus_id/105044014210,https://estudiossociologicos.colmex.mx/index.php/es/article/download/3079/3076,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_13.txt,passed,yes,eligible,included,,AACODS,alta,Introducción,definición de democracia,conceptual,transversal,"La democracia se delimita como competencia, participación y restricciones al poder.",none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000544,1,provisional_include,Large Language Models for Designing Participatory Budgeting Rules,Thach N.,2026,Aamas 2026 Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,scopus,module_D_es,10.65109/lgep3560,https://api.elsevier.com/content/abstract/scopus_id/105041395589,https://doi.org/10.65109/lgep3560,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_14.txt,passed,yes,excluded_after_fulltext,excluded,EXC_NO_DIRECT_CONTRIBUTION_TO_ORIGINAL_ARTICLE: La aplicación de LLM al presupuesto participativo no se vincula con las variables del visor.,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000567,1,provisional_include,Is national governance important for economic growth?,dos Santos T.M.,2026,Revista De Administracao Publica,scopus,module_D_pt,10.1590/0034-761220250224x,https://api.elsevier.com/content/abstract/scopus_id/105034806404,https://doi.org/10.1590/0034-761220250224x,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_16.txt,passed,yes,excluded_after_fulltext,excluded,"EXC_WRONG_CONSTRUCT_OR_OUTCOME: El resultado principal es crecimiento económico, no erosión o calidad democrática.",,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000569,1,provisional_include,Participatory foresight in subnational policy processes: two experiences in Peru,Alcalde G.,2026,Foresight,scopus,module_D_pt,10.1108/fs-08-2025-0177,https://api.elsevier.com/content/abstract/scopus_id/105037594457,https://doi.org/10.1108/fs-08-2025-0177,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
